"Date","Price","Open","High","Low","Vol.","Change %"
"04-08-2023","273.70","272.80","276.10","270.85","573.06K","1.65%"
"03-08-2023","269.25","271.00","273.70","267.70","750.65K","-0.50%"
"02-08-2023","270.60","274.00","276.70","264.95","917.64K","-1.38%"
"01-08-2023","274.40","277.35","277.80","273.70","565.09K","-0.47%"
"31-07-2023","275.70","275.00","276.50","272.10","1.21M","1.53%"
"28-07-2023","271.55","273.45","273.95","269.15","473.18K","-0.68%"
"27-07-2023","273.40","270.50","276.90","270.45","1.75M","1.24%"
"26-07-2023","270.05","264.00","271.00","263.55","1.51M","2.90%"
"25-07-2023","262.45","261.45","264.50","260.10","1.44M","1.39%"
"24-07-2023","258.85","258.90","261.35","258.05","771.93K","0.31%"
"21-07-2023","258.05","257.00","258.50","255.55","473.85K","0.47%"
"20-07-2023","256.85","256.30","257.50","254.00","974.29K","0.18%"
"19-07-2023","256.40","255.00","257.70","253.70","958.75K","0.63%"
"18-07-2023","254.80","255.55","258.50","253.90","956.32K","-0.22%"
"17-07-2023","255.35","255.00","256.55","254.00","610.22K","-0.27%"
"14-07-2023","256.05","258.00","258.00","255.40","579.51K","0.14%"
"13-07-2023","255.70","256.90","257.45","253.75","694.95K","0.10%"
"12-07-2023","255.45","256.00","256.45","254.15","821.50K","0.47%"
"11-07-2023","254.25","256.15","256.15","253.00","607.40K","-0.24%"
"10-07-2023","254.85","254.00","256.95","253.35","881.04K","0.65%"
"07-07-2023","253.20","251.00","253.90","250.50","1.15M","1.28%"
"06-07-2023","250.00","250.00","252.65","249.25","1.06M","0.26%"
"05-07-2023","249.35","247.25","251.00","246.30","1.09M","1.18%"
"04-07-2023","246.45","246.70","249.25","244.60","1.51M","0.65%"
"03-07-2023","244.85","246.00","247.50","243.60","1.23M","-0.04%"
"30-06-2023","244.95","243.40","246.20","241.30","4.23M","0.89%"
"28-06-2023","242.80","244.55","245.50","241.10","6.68M","-0.72%"
"27-06-2023","244.55","242.00","245.60","241.10","1.41M","1.20%"
"26-06-2023","241.65","244.00","245.75","240.80","857.66K","-0.86%"
"23-06-2023","243.75","247.00","247.00","242.65","1.06M","-1.50%"
"22-06-2023","247.45","251.00","251.85","246.00","1.50M","-1.39%"
"21-06-2023","250.95","252.65","253.45","249.05","1.61M","-0.50%"
"20-06-2023","252.20","253.95","254.20","251.25","1.17M","-0.69%"
"19-06-2023","253.95","254.50","255.40","252.50","1.66M","-0.14%"
"16-06-2023","254.30","255.00","256.55","252.75","2.38M","0.34%"
"15-06-2023","253.45","253.30","254.25","251.75","1.58M","0.14%"
"14-06-2023","253.10","257.00","257.15","252.50","1.06M","-0.82%"
"13-06-2023","255.20","255.60","257.40","253.25","1.31M","-0.16%"
"12-06-2023","255.60","256.00","257.50","252.05","1.09M","-0.14%"
"09-06-2023","255.95","254.85","256.60","251.60","971.15K","1.23%"
"08-06-2023","252.85","254.45","255.35","252.10","911.44K","-0.45%"
"07-06-2023","254.00","254.05","255.00","252.55","955.43K","-0.06%"
"06-06-2023","254.15","255.40","255.50","253.60","326.97K","0.08%"
"05-06-2023","253.95","253.50","255.60","252.00","1.67M","1.58%"
"02-06-2023","250.00","256.45","256.45","249.45","1.56M","-1.67%"
"01-06-2023","254.25","256.45","258.20","254.00","1.02M","-1.17%"
"31-05-2023","257.25","256.65","258.00","253.50","1.38M","0.23%"
"30-05-2023","256.65","256.70","260.60","256.10","984.04K","-0.04%"
"29-05-2023","256.75","261.05","262.80","256.30","1.00M","-1.44%"
"26-05-2023","260.50","260.90","261.80","253.90","1.88M","-0.04%"
"25-05-2023","260.60","264.00","269.70","257.20","3.25M","-3.36%"
"24-05-2023","269.65","271.85","273.25","268.00","1.11M","0.07%"
"23-05-2023","269.45","265.95","270.50","262.10","844.77K","1.93%"
"22-05-2023","264.35","266.20","268.40","263.10","939.99K","-1.69%"
"19-05-2023","268.90","269.45","274.05","266.55","1.51M","0.34%"
"18-05-2023","268.00","268.00","274.00","266.10","2.98M","0.88%"
"17-05-2023","265.65","262.80","267.85","261.80","2.57M","1.76%"
"16-05-2023","261.05","261.75","266.10","260.05","2.57M","0.67%"
"15-05-2023","259.30","255.20","260.50","255.00","1.16M","1.27%"
"12-05-2023","256.05","258.30","259.40","255.30","915.52K","-1.08%"
"11-05-2023","258.85","257.90","259.90","255.05","1.64M","-0.17%"
"10-05-2023","259.30","254.20","260.50","254.10","1.43M","2.07%"
"09-05-2023","254.05","258.30","259.60","253.45","1.37M","-1.65%"
"08-05-2023","258.30","254.10","260.65","254.10","1.52M","2.07%"
"05-05-2023","253.05","259.40","259.55","252.55","970.74K","-1.98%"
"04-05-2023","258.15","256.00","260.90","255.60","1.57M","0.43%"
"03-05-2023","257.05","256.00","260.95","255.35","1.38M","-0.37%"
"02-05-2023","258.00","256.90","259.10","254.75","1.35M","1.24%"
"28-04-2023","254.85","258.00","259.60","254.45","1.11M","-0.78%"
"27-04-2023","256.85","258.90","258.90","255.55","1.25M","-0.98%"
"26-04-2023","259.40","253.60","260.00","253.55","1.29M","2.29%"
"25-04-2023","253.60","255.20","258.95","251.40","1.76M","-0.28%"
"24-04-2023","254.30","256.00","257.20","253.50","763.76K","-0.92%"
"21-04-2023","256.65","254.30","257.65","250.40","1.14M","1.26%"
"20-04-2023","253.45","260.75","260.75","252.55","1.66M","-2.22%"
"19-04-2023","259.20","261.80","267.80","258.10","2.41M","-2.11%"
"18-04-2023","264.80","263.75","270.00","260.40","2.75M","0.74%"
"17-04-2023","262.85","262.05","268.70","260.25","2.05M","0.90%"
"13-04-2023","260.50","262.90","267.00","258.85","1.56M","-0.40%"
"12-04-2023","261.55","257.00","262.90","255.10","1.60M","2.49%"
"11-04-2023","255.20","259.00","260.75","254.55","1.10M","-1.07%"
"10-04-2023","257.95","256.45","259.55","251.55","1.18M","1.28%"
"06-04-2023","254.70","261.10","261.40","254.05","1.53M","-2.73%"
"05-04-2023","261.85","265.00","265.75","261.10","1.40M","0.93%"
"03-04-2023","259.45","257.35","267.80","257.25","5.12M","3.10%"
"31-03-2023","251.65","260.80","262.95","249.60","2.12M","-4.30%"
"29-03-2023","262.95","255.15","270.00","250.10","3.82M","2.14%"
"28-03-2023","257.45","251.40","259.70","248.25","1.46M","3.02%"
"27-03-2023","249.90","247.10","252.00","245.00","937.27K","-0.36%"
"24-03-2023","250.80","256.25","257.60","247.35","1.20M","-2.36%"
"23-03-2023","256.85","250.55","258.00","248.60","1.20M","2.45%"
"22-03-2023","250.70","251.45","252.90","248.95","631.05K","-0.18%"
"21-03-2023","251.15","253.65","254.85","245.70","1.64M","0.20%"
"20-03-2023","250.65","255.90","255.90","249.00","737.52K","-1.86%"
"17-03-2023","255.40","251.70","261.00","248.55","1.58M","2.36%"
"16-03-2023","249.50","257.55","257.85","247.00","1.94M","-3.78%"
"15-03-2023","259.30","250.15","260.90","240.00","2.82M","3.87%"
"14-03-2023","249.65","255.00","257.45","247.00","1.29M","-2.52%"
"13-03-2023","256.10","261.70","261.70","253.25","1.09M","-1.63%"
"10-03-2023","260.35","266.15","266.40","258.05","1.72M","-2.78%"
"09-03-2023","267.80","265.55","271.50","263.15","2.35M","0.39%"
"08-03-2023","266.75","262.50","271.55","260.35","4.47M","1.58%"
"06-03-2023","262.60","257.35","265.00","256.60","2.29M","2.40%"
"03-03-2023","256.45","257.50","258.90","255.15","761.32K","-0.43%"
"02-03-2023","257.55","258.80","259.50","252.95","1.48M","-0.35%"
"01-03-2023","258.45","247.00","260.00","246.45","2.83M","4.61%"
"28-02-2023","247.05","246.45","250.75","242.30","1.89M","0.69%"
"27-02-2023","245.35","242.90","246.00","238.45","1.51M","0.90%"
"24-02-2023","243.15","247.80","247.80","242.05","900.96K","-1.08%"
"23-02-2023","245.80","247.00","248.70","244.00","1.96M","-1.17%"
"22-02-2023","248.70","245.90","251.65","242.55","2.87M","-2.39%"
"21-02-2023","254.80","258.05","258.10","253.85","1.40M","-1.68%"
"20-02-2023","259.15","263.00","263.80","254.90","1.96M","-0.63%"
"17-02-2023","260.80","260.75","264.80","258.00","3.29M","0.15%"
"16-02-2023","260.40","252.50","262.70","250.25","7.67M","5.04%"
"15-02-2023","247.90","254.00","254.15","246.10","3.84M","-3.84%"
"14-02-2023","257.80","245.00","262.80","245.00","12.12M","6.97%"
"13-02-2023","241.00","235.00","243.00","233.15","10.05M","7.81%"
"10-02-2023","223.55","228.70","228.70","223.00","876.53K","-2.42%"
"09-02-2023","229.10","231.70","234.35","227.05","1.17M","-1.14%"
"08-02-2023","231.75","226.15","233.35","226.10","1.39M","3.00%"
"07-02-2023","225.00","216.40","226.00","215.85","1.60M","4.51%"
"06-02-2023","215.30","214.60","217.50","210.20","1.18M","-0.46%"
"03-02-2023","216.30","225.00","226.20","214.00","1.62M","-4.02%"
"02-02-2023","225.35","224.80","227.90","220.35","1.16M","0.24%"
"01-02-2023","224.80","234.90","235.30","220.10","1.59M","-3.50%"
"31-01-2023","232.95","235.00","237.35","232.00","753.94K","-1.90%"
"30-01-2023","237.45","238.00","239.00","232.25","591.55K","-0.69%"
"27-01-2023","239.10","235.90","242.70","226.00","953.12K","1.40%"
"25-01-2023","235.80","239.75","239.75","233.70","482.69K","-1.44%"
"24-01-2023","239.25","241.40","242.30","238.25","495.79K","-0.37%"
"23-01-2023","240.15","236.75","242.00","235.15","1.04M","1.95%"
"20-01-2023","235.55","234.50","237.50","231.80","768.13K","0.40%"
"19-01-2023","234.60","231.25","235.80","229.60","752.75K","0.62%"
"18-01-2023","233.15","226.00","236.00","226.00","2.15M","3.21%"
"17-01-2023","225.90","225.80","228.00","223.00","964.11K","0.31%"
"16-01-2023","225.20","224.75","226.65","224.10","641.75K","0.83%"
"13-01-2023","223.35","226.25","227.45","221.65","1.34M","-0.78%"
"12-01-2023","225.10","225.00","228.95","223.40","2.31M","1.01%"
"11-01-2023","222.85","213.95","224.90","213.95","2.95M","4.16%"
"10-01-2023","213.95","211.00","214.70","211.00","1.09M","1.04%"
"09-01-2023","211.75","209.75","213.75","209.30","993.35K","1.41%"
"06-01-2023","208.80","210.45","211.50","208.05","437.05K","-0.76%"
"05-01-2023","210.40","206.80","211.45","205.50","752.73K","1.20%"
"04-01-2023","207.90","209.00","211.20","206.80","707.48K","-1.61%"
"03-01-2023","211.30","213.75","214.55","210.60","682.93K","-1.63%"
"02-01-2023","214.80","209.25","216.00","209.05","1.47M","3.17%"
"30-12-2022","208.20","207.55","209.70","207.55","348.40K","0.41%"
"29-12-2022","207.35","207.80","210.35","206.20","428.22K","-1.10%"
"28-12-2022","209.65","210.00","211.45","208.45","322.77K","-0.12%"
"27-12-2022","209.90","203.10","210.90","203.10","836.90K","3.89%"
"26-12-2022","202.05","198.80","202.75","197.85","434.44K","1.63%"
"23-12-2022","198.80","199.15","201.70","196.50","1.00M","-2.09%"
"22-12-2022","203.05","205.00","207.15","197.45","1.16M","-0.90%"
"21-12-2022","204.90","210.00","211.05","204.05","553.18K","-2.48%"
"20-12-2022","210.10","211.90","212.85","208.20","560.62K","-0.78%"
"19-12-2022","211.75","214.70","215.10","210.45","588.61K","-1.31%"
"16-12-2022","214.55","215.00","218.00","213.50","1.78M","0.73%"
"15-12-2022","213.00","215.80","218.60","212.55","1.14M","-0.42%"
"14-12-2022","213.90","207.95","215.90","207.65","2.03M","2.86%"
"13-12-2022","207.95","205.00","209.50","204.60","944.76K","2.06%"
"12-12-2022","203.75","204.65","205.00","200.70","916.14K","-0.44%"
"09-12-2022","204.65","209.00","209.80","203.45","1.08M","-2.06%"
"08-12-2022","208.95","208.55","213.00","208.00","519.07K","-0.29%"
"07-12-2022","209.55","209.00","210.80","207.65","876.54K","-0.59%"
"06-12-2022","210.80","210.90","213.20","209.20","1.07M","-0.57%"
"05-12-2022","212.00","209.00","212.50","207.70","921.32K","1.97%"
"02-12-2022","207.90","211.05","213.95","207.25","1.73M","0.31%"
"01-12-2022","207.25","207.10","208.90","205.45","754.19K","1.27%"
"30-11-2022","204.65","204.00","212.00","203.75","2.23M","0.34%"
"29-11-2022","203.95","202.20","204.50","202.00","872.18K","0.59%"
"28-11-2022","202.75","198.00","204.50","198.00","1.03M","1.43%"
"25-11-2022","199.90","197.15","201.00","197.15","641.78K","1.39%"
"24-11-2022","197.15","194.20","197.85","194.20","887.66K","0.72%"
"23-11-2022","195.75","194.20","198.20","194.20","532.73K","0.03%"
"22-11-2022","195.70","197.35","198.90","194.70","718.39K","-1.93%"
"21-11-2022","199.55","201.95","201.95","196.75","968.27K","-2.33%"
"18-11-2022","204.30","202.20","204.90","202.20","887.44K","0.94%"
"17-11-2022","202.40","203.90","204.90","201.55","995.42K","-1.20%"
"16-11-2022","204.85","202.45","205.85","202.15","1.19M","1.16%"
"15-11-2022","202.50","198.80","203.05","198.80","989.67K","0.95%"
"14-11-2022","200.60","197.65","200.95","197.00","1.25M","1.52%"
"11-11-2022","197.60","198.95","200.45","196.25","1.11M","0.92%"
"10-11-2022","195.80","195.00","198.60","195.00","1.45M","-0.13%"
"09-11-2022","196.05","195.60","196.60","194.60","945.30K","0.23%"
"07-11-2022","195.60","195.00","196.00","194.40","435.85K","0.95%"
"04-11-2022","193.75","193.85","196.40","193.50","729.86K","-0.69%"
"03-11-2022","195.10","193.25","195.75","193.25","597.09K","0.21%"
"02-11-2022","194.70","197.70","197.70","192.60","1.27M","1.12%"
"01-11-2022","192.55","192.05","194.20","191.75","586.90K","-0.23%"
"31-10-2022","193.00","194.20","195.65","191.55","1.03M","-0.82%"
"28-10-2022","194.60","187.00","195.00","187.00","2.21M","3.93%"
"27-10-2022","187.25","187.70","189.85","186.80","599.29K","-0.05%"
"25-10-2022","187.35","192.05","192.90","186.55","1.13M","-3.20%"
"24-10-2022","193.55","193.50","195.10","193.00","108.95K","0.13%"
"21-10-2022","193.30","193.25","194.95","192.10","835.04K","-0.95%"
"20-10-2022","195.15","186.60","196.00","186.15","5.35M","3.25%"
"19-10-2022","189.00","188.05","190.50","187.40","1.10M","-0.18%"
"18-10-2022","189.35","184.50","189.85","184.50","1.41M","2.63%"
"17-10-2022","184.50","183.70","187.50","181.80","1.43M","-0.99%"
"14-10-2022","186.35","190.00","191.00","185.00","1.33M","-1.43%"
"13-10-2022","189.05","186.30","190.00","186.30","1.09M","0.51%"
"12-10-2022","188.10","186.00","190.25","186.00","1.45M","0.45%"
"11-10-2022","187.25","188.50","189.15","184.60","1.70M","-1.19%"
"10-10-2022","189.50","188.05","190.65","186.55","1.00M","0.77%"
"07-10-2022","188.05","185.50","189.60","185.50","1.51M","0.56%"
"06-10-2022","187.00","187.00","189.30","184.50","1.31M","1.69%"
"04-10-2022","183.90","181.45","184.75","181.10","917.53K","2.05%"
"03-10-2022","180.20","181.80","182.30","178.10","2.85M","3.30%"
"30-09-2022","174.45","173.15","176.15","168.35","3.33M","-0.71%"
"29-09-2022","175.70","172.95","176.50","170.30","2.47M","3.60%"
"28-09-2022","169.60","173.40","175.45","167.85","1.85M","-3.17%"
"27-09-2022","175.15","178.10","180.90","173.25","1.68M","-2.15%"
"26-09-2022","179.00","181.90","183.70","176.55","1.18M","-3.19%"
"23-09-2022","184.90","182.00","186.15","181.10","1.58M","1.23%"
"22-09-2022","182.65","183.40","185.70","182.25","915.37K","-1.43%"
"21-09-2022","185.30","183.80","186.60","183.80","1.00M","0.08%"
"20-09-2022","185.15","185.50","188.60","184.40","777.82K","-0.03%"
"19-09-2022","185.20","188.05","189.70","184.50","970.31K","-0.96%"
"16-09-2022","187.00","188.25","190.90","185.00","1.83M","-0.66%"
"15-09-2022","188.25","190.95","191.90","187.80","1.59M","-2.41%"
"14-09-2022","192.90","193.00","195.40","192.50","1.19M","-0.98%"
"13-09-2022","194.80","196.55","197.40","193.80","1.16M","-0.71%"
"12-09-2022","196.20","194.20","197.45","194.20","1.30M","1.21%"
"09-09-2022","193.85","194.00","195.15","193.60","697.00K","-0.05%"
"08-09-2022","193.95","194.75","195.75","193.20","1.05M","-0.82%"
"07-09-2022","195.55","192.40","195.95","191.25","1.14M","0.98%"
"06-09-2022","193.65","195.35","197.30","193.25","1.56M","0.10%"
"05-09-2022","193.45","191.90","194.50","191.10","1.11M","1.42%"
"02-09-2022","190.75","192.05","193.50","190.20","1.57M","-0.88%"
"01-09-2022","192.45","190.00","192.90","188.65","1.02M","-0.18%"
"30-08-2022","192.80","191.60","193.70","191.35","1.44M","2.31%"
"29-08-2022","188.45","186.05","190.50","186.05","1.35M","-1.46%"
"26-08-2022","191.25","191.00","192.80","190.55","847.85K","0.05%"
"25-08-2022","191.15","193.00","193.95","190.30","1.26M","0.13%"
"24-08-2022","190.90","187.00","192.40","186.50","2.99M","3.22%"
"23-08-2022","184.95","184.45","187.45","184.20","1.45M","0.11%"
"22-08-2022","184.75","188.00","188.40","184.05","1.80M","-2.40%"
"19-08-2022","189.30","194.10","194.20","188.00","2.87M","-1.23%"
"18-08-2022","191.65","189.80","194.10","189.60","2.52M","0.66%"
"17-08-2022","190.40","190.10","191.50","189.10","1.54M","-0.16%"
"16-08-2022","190.70","191.00","193.05","190.00","1.65M","0.18%"
"12-08-2022","190.35","189.70","194.60","189.00","4.03M","1.28%"
"11-08-2022","187.95","189.60","191.10","186.30","3.10M","0.56%"
"10-08-2022","186.90","197.60","199.00","185.65","3.72M","-5.58%"
"08-08-2022","197.95","194.00","201.00","190.80","3.16M","0.08%"
"05-08-2022","197.80","187.95","205.00","186.50","5.50M","5.24%"
"04-08-2022","187.95","188.50","190.65","186.00","747.98K","-0.74%"
"03-08-2022","189.35","190.00","191.80","188.60","767.79K","-0.58%"
"02-08-2022","190.45","189.85","192.45","189.00","1.41M","-1.75%"
"01-08-2022","193.85","189.90","194.50","188.30","1.87M","2.03%"
"29-07-2022","190.00","187.00","191.00","186.05","2.31M","1.82%"
"28-07-2022","186.60","187.40","188.50","184.30","1.48M","-0.16%"
"27-07-2022","186.90","184.15","188.00","182.05","1.38M","1.33%"
"26-07-2022","184.45","189.50","190.00","183.50","1.81M","-1.10%"
"25-07-2022","186.50","195.00","195.00","185.85","2.44M","-4.63%"
"22-07-2022","195.55","202.40","202.40","194.50","1.67M","-2.59%"
"21-07-2022","200.75","197.55","202.30","196.10","2.18M","1.67%"
"20-07-2022","197.45","197.50","203.00","196.00","7.58M","5.81%"
"19-07-2022","186.60","187.00","189.35","185.05","2.16M","1.11%"
"18-07-2022","184.55","182.30","185.40","182.25","1.28M","1.26%"
"15-07-2022","182.25","181.40","183.50","175.00","3.05M","2.39%"
"14-07-2022","178.00","186.90","191.60","177.00","5.07M","-4.02%"
"13-07-2022","185.45","178.65","187.00","178.05","3.32M","1.09%"
"12-07-2022","183.45","185.00","189.80","181.25","2.54M","-1.69%"
"11-07-2022","186.60","185.00","187.80","181.70","2.29M","1.30%"
"08-07-2022","184.20","180.45","188.80","178.85","7.00M","4.33%"
"07-07-2022","176.55","174.00","179.80","172.20","7.08M","1.35%"
"06-07-2022","174.20","186.00","186.45","172.05","14.57M","-8.60%"
"05-07-2022","190.60","201.00","203.35","189.40","10.11M","-5.48%"
"04-07-2022","201.65","212.15","213.95","195.75","13.35M","-5.70%"
"01-07-2022","213.85","245.50","249.45","210.05","16.49M","-14.97%"
"30-06-2022","251.50","260.00","263.00","247.30","4.59M","-3.86%"
"29-06-2022","261.60","248.00","263.45","244.15","10.21M","4.79%"
"28-06-2022","249.65","236.70","252.90","236.70","7.69M","6.92%"
"27-06-2022","233.50","240.65","243.50","230.00","3.04M","-2.91%"
"24-06-2022","240.50","237.05","243.25","233.50","4.05M","1.46%"
"23-06-2022","237.05","222.00","242.70","221.00","5.16M","5.38%"
"22-06-2022","224.95","224.70","238.90","220.25","8.28M","-2.32%"
"21-06-2022","230.30","232.00","234.90","224.15","4.78M","1.45%"
"20-06-2022","227.00","246.00","248.90","218.50","7.83M","-10.86%"
"17-06-2022","254.65","261.60","264.95","251.20","4.21M","-3.87%"
"16-06-2022","264.90","275.00","277.00","255.55","5.65M","-2.27%"
"15-06-2022","271.05","271.85","276.75","263.05","4.45M","1.08%"
"14-06-2022","268.15","284.65","288.50","264.00","4.04M","-5.80%"
"13-06-2022","284.65","297.50","297.50","281.50","4.17M","-5.18%"
"10-06-2022","300.20","297.30","306.00","292.10","10.59M","0.98%"
"09-06-2022","297.30","282.25","306.00","282.05","28.84M","6.16%"
"08-06-2022","280.05","280.00","286.90","277.30","8.80M","-2.18%"
"07-06-2022","286.30","279.00","301.20","274.35","30.35M","2.65%"
"06-06-2022","278.90","255.15","284.50","253.60","14.80M","11.14%"
"03-06-2022","250.95","253.00","257.30","247.70","2.49M","0.24%"
"02-06-2022","250.35","244.00","252.50","240.10","3.29M","2.25%"
"01-06-2022","244.85","240.40","251.00","239.25","3.52M","2.68%"
"31-05-2022","238.45","227.50","240.60","226.70","3.14M","6.05%"
"30-05-2022","224.85","226.00","229.60","219.35","2.01M","3.14%"
"27-05-2022","218.00","231.30","231.50","215.55","1.10M","-4.28%"
"26-05-2022","227.75","229.90","230.70","224.25","417.95K","-0.46%"
