Date,Price,Open,High,Low,Vol.,Change %,WAD,MA20,MA10
25-08-2022,321.6,325.65,327.7,318.45,776.59K,-1.08%,-391.69999999999965,341.5125,342.16499999999996
24-08-2022,325.1,320.55,327.8,317.85,1.47M,1.93%,-384.44999999999965,341.185,339.515
23-08-2022,318.95,301.95,322.5,300.0,1.92M,4.71%,-390.5999999999997,340.2675,336.13
22-08-2022,304.6,312.0,315.5,303.0,920.43K,-3.67%,-404.94999999999965,338.545,330.675
19-08-2022,316.2,326.5,328.55,314.0,999.04K,-3.27%,-393.3499999999997,337.14,326.70500000000004
18-08-2022,326.9,332.95,334.4,320.2,1.33M,-1.60%,-382.6499999999997,337.01750000000004,324.515
17-08-2022,332.2,334.5,342.0,330.6,1.84M,-0.40%,-377.3499999999997,336.605,322.40999999999997
16-08-2022,333.55,321.7,335.75,315.15,2.08M,4.22%,-358.94999999999965,336.0425,321.66
12-08-2022,320.05,313.0,321.5,312.1,1.35M,0.76%,-372.44999999999965,334.8425,321.86
11-08-2022,317.65,322.0,323.35,311.0,2.61M,-1.11%,-378.1499999999997,333.29,321.68
10-08-2022,321.2,316.1,323.7,303.2,7.42M,3.06%,-360.1499999999997,331.90250000000003,321.64
08-08-2022,311.65,287.2,317.0,284.1,8.53M,9.04%,-369.6999999999997,329.905,320.29499999999996
05-08-2022,285.8,273.0,288.4,270.0,3.53M,4.42%,-395.54999999999967,326.55499999999995,316.98
04-08-2022,273.7,265.75,274.7,255.0,2.87M,3.48%,-407.6499999999997,322.28249999999997,313.89
03-08-2022,264.5,260.0,266.7,254.5,2.35M,1.11%,-416.8499999999997,317.7125,308.71999999999997
02-08-2022,261.6,247.0,263.9,242.65,4.64M,6.28%,-419.74999999999966,313.3525,302.19
01-08-2022,246.15,239.95,247.0,236.0,1.81M,3.10%,-435.1999999999997,307.9975,293.585
29-07-2022,238.75,243.3,248.25,236.5,1.96M,-1.67%,-444.6999999999997,302.8825,284.105
28-07-2022,242.8,229.0,244.4,227.5,2.84M,6.61%,-429.3999999999997,299.12,276.38
27-07-2022,227.75,222.8,229.7,222.1,1.01M,2.22%,-444.4499999999997,294.53499999999997,267.39
26-07-2022,222.8,229.8,231.5,220.55,878.72K,-2.98%,-453.1499999999997,289.595,257.55
25-07-2022,229.65,236.4,237.8,229.0,1.36M,-3.33%,-446.2999999999997,284.8225,249.35
22-07-2022,237.55,249.9,249.9,235.0,4.99M,0.85%,-438.39999999999975,280.7525,244.525
21-07-2022,235.55,241.65,243.95,232.65,776.97K,-2.52%,-446.7999999999997,277.3,240.70999999999998
20-07-2022,241.65,238.0,248.8,234.1,1.47M,1.96%,-439.2499999999997,273.5725,238.425
19-07-2022,237.0,234.75,241.0,234.25,909.15K,1.26%,-443.89999999999975,269.0775,235.965
18-07-2022,234.05,232.5,236.75,228.4,854.76K,2.32%,-446.84999999999974,264.16999999999996,234.75500000000002
