Date,Price
29-08-2023,315.4
30-08-2023,319.95
31-08-2023,318.15
01-09-2023,319.7
02-09-2023,321.6
03-09-2023,322.55
04-09-2023,323.5
05-09-2023,324
06-09-2023,321.45
07-09-2023,320.9
08-09-2023,320.2
09-09-2023,320.075
10-09-2023,320.0125
11-09-2023,319.95
12-09-2023,315.2
13-09-2023,314.85
14-09-2023,321.2
15-09-2023,321.5
16-09-2023,319.825
17-09-2023,318.9875
18-09-2023,318.15
19-09-2023,316.875
20-09-2023,315.6
21-09-2023,313.4
22-09-2023,313.8
23-09-2023,313.55
24-09-2023,313.425
25-09-2023,313.3
26-09-2023,311.45
27-09-2023,311
28-09-2023,297.95
29-09-2023,308.65
30-09-2023,307.825
01-10-2023,307.4125
02-10-2023,307.20625
03-10-2023,307
04-10-2023,308.15
05-10-2023,304.5
06-10-2023,305.55
07-10-2023,308.675
08-10-2023,310.2375
09-10-2023,311.8
10-10-2023,317.05
11-10-2023,317.3
12-10-2023,317.7
13-10-2023,318.6
14-10-2023,320.25
15-10-2023,321.075
16-10-2023,321.9
17-10-2023,321.2
18-10-2023,313.25
19-10-2023,314.4
20-10-2023,308.6
21-10-2023,306.025
22-10-2023,304.7375
23-10-2023,303.45
24-10-2023,301.575
25-10-2023,299.7
26-10-2023,294.7
27-10-2023,295.8
28-10-2023,294.325
29-10-2023,293.5875
30-10-2023,292.85
31-10-2023,295.55
01-11-2023,292.5
02-11-2023,294.3
03-11-2023,299.1
04-11-2023,297.575
05-11-2023,296.8125
06-11-2023,296.05
07-11-2023,292.75
08-11-2023,297
09-11-2023,296.6
10-11-2023,301.8
11-11-2023,302.875
12-11-2023,303.95
13-11-2023,301.25
14-11-2023,302.775
15-11-2023,304.3
16-11-2023,303.55
17-11-2023,307.6
18-11-2023,306.35
19-11-2023,305.725
20-11-2023,305.1
21-11-2023,303.85
22-11-2023,299.55
23-11-2023,301.35
24-11-2023,301
25-11-2023,300.9
26-11-2023,300.85
27-11-2023,300.825
28-11-2023,300.8
29-11-2023,299.75
30-11-2023,299.25
01-12-2023,300.15
02-12-2023,309.025
03-12-2023,313.4625
04-12-2023,317.9
05-12-2023,325
06-12-2023,325.65
07-12-2023,324.15
08-12-2023,322.65
09-12-2023,324
10-12-2023,324.675
11-12-2023,325.35
12-12-2023,324.9
13-12-2023,325.5
14-12-2023,319.1
15-12-2023,316.35
16-12-2023,315.825
17-12-2023,315.5625
18-12-2023,315.3
19-12-2023,311.95
20-12-2023,306.9
21-12-2023,306.5
22-12-2023,309.9
23-12-2023,310.8
24-12-2023,311.25
25-12-2023,311.475
26-12-2023,311.7
27-12-2023,311.95
28-12-2023,312.6
29-12-2023,318.05
30-12-2023,318.05
31-12-2023,318.05
01-01-2024,319.8126221
02-01-2024,320.6077881
03-01-2024,321.2241211
04-01-2024,322.8009644
05-01-2024,323.533905
06-01-2024,324.828064
07-01-2024,325.7616577
08-01-2024,326.6011963
09-01-2024,326.9773865
10-01-2024,327.2024841
11-01-2024,327.8265686
12-01-2024,328.2267151
13-01-2024,327.8856506
14-01-2024,328.0216675
15-01-2024,328.415802
16-01-2024,328.7729187
17-01-2024,328.7408142
18-01-2024,328.593689
19-01-2024,329.4064941
20-01-2024,329.8759766
21-01-2024,330.1558228
22-01-2024,330.5510254
23-01-2024,330.8476868
24-01-2024,331.1687622
25-01-2024,331.526886
26-01-2024,332.4736633
27-01-2024,333.5242004
28-01-2024,334.0282593
29-01-2024,334.2359009
30-01-2024,334.7058411
31-01-2024,335.4699402
01-02-2024,335.7892456
02-02-2024,336.0576782
03-02-2024,336.2802734
04-02-2024,335.9079285
05-02-2024,335.538208
06-02-2024,335.3621826
07-02-2024,335.2983093
08-02-2024,335.6731873
09-02-2024,335.9448853
10-02-2024,335.9006348
11-02-2024,335.7980957
12-02-2024,336.1367798
13-02-2024,336.4412231
14-02-2024,336.8233337
15-02-2024,337.1439514
16-02-2024,337.7127686
17-02-2024,338.239563
18-02-2024,338.5881348
19-02-2024,339.2939148
20-02-2024,339.9411316
21-02-2024,340.2866211
22-02-2024,340.9502258
23-02-2024,341.4468079
24-02-2024,341.70578
25-02-2024,342.0841675
26-02-2024,342.3243103
27-02-2024,342.5150452
28-02-2024,342.6276245
29-02-2024,342.8219299
01-03-2024,342.9942932
02-03-2024,342.764801
03-03-2024,342.7644348
04-03-2024,342.9069824
05-03-2024,342.7991333
06-03-2024,342.7018738
07-03-2024,342.657959
08-03-2024,342.5343933
09-03-2024,342.3962402
10-03-2024,342.1315002
11-03-2024,341.9913635
12-03-2024,341.9012756
13-03-2024,341.7849121
14-03-2024,341.7402039
15-03-2024,341.6589355
16-03-2024,341.5526428
17-03-2024,341.4475098
18-03-2024,341.3572388
19-03-2024,341.3170471
20-03-2024,341.2370911
21-03-2024,341.0875244
22-03-2024,340.9486084
23-03-2024,340.7994385
24-03-2024,340.6470337
25-03-2024,340.4876099
26-03-2024,340.3190308
27-03-2024,340.1045227
28-03-2024,339.8758545
29-03-2024,339.6167908
30-03-2024,339.3070679
31-03-2024,338.9839783
