Date,Price,Open,High,Low,Vol.,Change %,WAD,MA20,MA10
28-11-2023,409.45,422,422.95,406.85,2.47M,-2.73%,-306,430.10749999999996,430.18
24-11-2023,420.95,416,429,415.9,6.56M,1.81%,-294.5,430.3974999999999,426.7
23-11-2023,413.45,420.25,427,411.2,5.12M,-1.12%,-308.05,430.605,422.86500000000007
22-11-2023,418.15,402.45,419.4,401.7,9.40M,4.43%,-291.6,430.645,418.85
21-11-2023,400.4,402,405.2,398.05,2.32M,-0.29%,-309.35,430.4125,414.98999999999995
20-11-2023,401.55,400.8,406,395,1.93M,0.45%,-302.8,428.9225,413.625
17-11-2023,399.75,398.8,403.7,396.7,2.34M,0.71%,-306.75,427.1125,411.15
16-11-2023,396.95,401.5,408.4,395,3.69M,-0.74%,-318.2,425.22249999999997,408.385
15-11-2023,399.9,396,411.8,393.1,9.44M,1.91%,-311.4,422.6675,407.53999999999996
13-11-2023,392.4,389.15,399.4,385,3.52M,0.23%,-318.9,419.5125,405.29499999999996
12-11-2023,391.5,385.4,392,385,1.17M,2.30%,-319.8,416.84,403.5
10-11-2023,382.7,383.3,387.4,378.5,1.89M,-0.52%,-328.6,413.1875,399.675
09-11-2023,384.7,386.6,390.4,383,1.30M,0.00%,-326.6,409.8325,396.8
08-11-2023,384.7,386.2,392.4,383.2,1.88M,-0.39%,-326.6,406.15250000000003,393.455
07-11-2023,386.2,386.5,393.9,383.55,1.99M,0.04%,-323.95,403.5125,392.03499999999997
06-11-2023,386.05,395.95,397.25,385.05,1.77M,-1.97%,-335.15,402.05499999999995,390.485
03-11-2023,393.8,396.7,401.6,389.85,2.72M,-0.08%,-327.4,400.52,389.89
02-11-2023,394.1,380,396.75,380,3.13M,4.55%,-313.3,398.995,389.60499999999996
01-11-2023,376.95,376.95,387.7,375.1,2.58M,-2.29%,-330.45,397.425,387.31000000000006
31-10-2023,385.8,398.65,400.45,383,2.35M,-2.55%,-321.6,395.97249999999997,386.65
30-10-2023,395.9,392.8,402.9,386.1,2.84M,0.55%,-311.5,395.29499999999996,387.09000000000003
27-10-2023,393.75,390.5,398.45,384.4,5.94M,0.73%,-316.2,393.935,388.195
26-10-2023,390.9,363.15,393.8,360,11.51M,6.74%,-319.1,392.8075,388.815
25-10-2023,366.2,380.05,382.3,347.5,12.47M,-2.70%,-343.8,390.21000000000004,386.96500000000003
23-10-2023,376.35,410,410,368.1,13.76M,-2.95%,-333.65,389.0075,385.97999999999996
20-10-2023,387.8,401.8,403,382.05,2.12M,-3.50%,-322.2,388.32,386.15500000000003
19-10-2023,401.85,394.9,405.2,394.15,4.23M,1.64%,-308.15,388.425,386.96
18-10-2023,395.35,403.5,408.35,393.6,4.54M,-2.06%,-321.15,388.34499999999997,387.085
17-10-2023,403.65,405,407.45,400.2,4.27M,0.61%,-312.85,388.5325,389.755
16-10-2023,401.2,394.8,408.8,393.3,7.18M,2.33%,-320.45,388.97249999999997,391.29499999999996
13-10-2023,392.05,391.5,404.9,390.25,6.38M,0.01%,-333.3,389,390.90999999999997
12-10-2023,392,400.75,404.7,390.05,7.17M,-1.35%,-346,389.46500000000003,390.735
11-10-2023,397.35,412,414,393.1,3.95M,-2.74%,-340.65,390.09749999999997,391.38
10-10-2023,408.55,415.05,420.85,406.6,6.42M,-0.93%,-329.45,391.29,395.615
09-10-2023,412.4,410,417.25,400.65,4.77M,-1.73%,-317.7,392.6,399.22
06-10-2023,419.65,416.35,423.65,409.5,6.27M,1.49%,-307.55,394.28000000000003,402.40500000000003
05-10-2023,413.5,422,426.45,411,2.78M,-1.29%,-320.5,395.265,403.57
04-10-2023,418.9,437,438.8,416.1,8.99M,-5.35%,-315.1,396.505,405.925
03-10-2023,442.6,437.4,449,427,5.92M,1.19%,-291.4,399.7875,409.82
29-09-2023,437.4,419.6,440.2,417.6,3.96M,5.02%,-296.6,402.36749999999995,413.44000000000005
28-09-2023,416.5,434,436,413.65,5.06M,-3.79%,-317.5,403.3975,415.88500000000005
27-09-2023,432.9,439.65,444.9,429.5,5.64M,-1.59%,-301.1,405.355,419.975
26-09-2023,439.9,418,441.95,418,11.63M,4.45%,-279.2,407.805,424.23
25-09-2023,421.15,420.9,428.2,409.25,6.39M,-0.23%,-297.95,410.55249999999995,425.48999999999995
22-09-2023,422.1,396.7,425,396,8.20M,7.19%,-271.85,412.84,426.4599999999999
21-09-2023,393.8,408.95,411.5,390.55,3.29M,-3.36%,-300.15,413.14,423.875
20-09-2023,407.5,396.45,414.05,395,9.83M,3.44%,-286.45,413.42249999999996,423.275
18-09-2023,393.95,398.85,404.7,389.75,2.38M,-1.23%,-300,413.35249999999996,420.78000000000003
15-09-2023,398.85,410,421.3,395,4.35M,-2.04%,-295.1,413.1125,416.4049999999999
